first_prot,Gene names,Protein names,Peptides,Potential contaminant,Razor unique peptides,Unique peptides,Molweight kDa,Score,Qvalue,Sequence coverage,MSMS Count,Protein IDs,Majority protein Ids
Q7Z624,CAMKMT,Calmodulin-lysine N-methyltransferase,4,,4,4,36.128,3.1701,0.00049572,17.6,6,Q7Z624;B5MC79;B5MC16;Q7Z624-2;A0A0C4DGY0,Q7Z624;B5MC79;B5MC16;Q7Z624-2
P49069,CAMLG,Calcium signal-modulating cyclophilin ligand,5,,5,5,32.952,15.037,0.0,26.4,21,P49069;D6RIW3,P49069
P49913,CAMP,Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37,9,,9,9,19.301,23.362,0.0,35.3,49,P49913;J3KNB4,P49913;J3KNB4
Q5T5Y3,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1,10,,10,10,177.97,13.689,0.0,7.7,20,Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2,Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2
Q08AD1,CAMSAP2,Calmodulin-regulated spectrin-associated protein 2,12,,12,12,168.09,14.326,0.0,9.7,22,Q08AD1;Q08AD1-2;Q08AD1-3;H0Y4Z1,Q08AD1;Q08AD1-2;Q08AD1-3
Q9P1Y5,CAMSAP3,Calmodulin-regulated spectrin-associated protein 3,22,,22,22,134.75,68.945,0.0,27.9,135,Q9P1Y5;Q9P1Y5-2,Q9P1Y5;Q9P1Y5-2
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,74,,74,71,136.37,323.31,0.0,70.5,2187,Q86VP6;Q86VP6-2;A0A0C4DGH5;H0YH27;Q86VP6-3;F5H6I6,Q86VP6;Q86VP6-2;A0A0C4DGH5
O75155,CAND2,Cullin-associated NEDD8-dissociated protein 2,9,,6,6,135.25,25.815,0.0,8.3,19,O75155;O75155-2;F8WBB8,O75155;O75155-2
Q8WVQ1,CANT1,Soluble calcium-activated nucleotidase 1,9,,9,9,44.839,10.399,0.0,32.9,16,Q8WVQ1;Q8WVQ1-3;K7EN15;Q8WVQ1-2;K7EIP9;K7EQT4;K7EMT2;K7EKT2;K7EKW6,Q8WVQ1;Q8WVQ1-3
P27824,CANX,Calnexin,47,,47,46,67.567,323.31,0.0,62.7,1774,P27824;P27824-2;P27824-3;D6RGY2;H0Y9Q7;D6RDP7;D6RB85;D6RFL1;D6RAU8;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16,P27824;P27824-2;P27824-3
Q01518,CAP1,Adenylyl cyclase-associated protein 1,40,,40,1,51.901,323.31,0.0,70.9,1780,Q01518;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2,Q01518
Q01518-2,CAP1,Adenylyl cyclase-associated protein 1,40,,1,1,51.83,15.259,0.0,70.9,43,Q01518-2;Q5T0R9;Q5T0S3;Q5T0R8,Q01518-2
P40123,CAP2,Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein,18,,17,17,52.823,68.208,0.0,49.9,147,P40123;E9PDI2;A0A087WZ15;A0A087X0J3;P40123-2;B7Z385;F8WDB9;P40123-3;F8WEW0,P40123;E9PDI2;A0A087WZ15;A0A087X0J3;P40123-2;B7Z385
P40121,CAPG,Macrophage-capping protein,19,,19,19,38.498,323.31,0.0,64.9,1146,P40121;P40121-2;E7ENU9;B8ZZL6;H7C0X8,P40121;P40121-2;E7ENU9;B8ZZL6
P07384,CAPN1,Calpain-1 catalytic subunit,44,,44,43,81.889,323.31,0.0,67.1,1115,P07384;E9PRM1;E9PJJ3;E9PLC9;E9PMC6;E9PJA6;E9PSA6;E9PQB3;E9PLX0;E9PL37;E9PIA9,P07384
O75808,CAPN15,Calpain-15,6,,6,6,117.31,5.3264,0.0,8.0,7,O75808;O75808-2;H3BR03,O75808;O75808-2;H3BR03
P17655,CAPN2,Calpain-2 catalytic subunit,40,,39,39,79.994,288.19,0.0,63.0,714,P17655;P17655-2;C9JWY7,P17655;P17655-2
O15484,CAPN5,Calpain-5,15,,15,15,73.168,31.404,0.0,27.3,46,O15484;A0A087X0C8;E7EV01;K7EP62;E9PS73,O15484;A0A087X0C8;E7EV01
Q9Y6Q1,CAPN6,Calpain-6,2,,2,2,74.576,2.138,0.0029056,3.0,3,Q9Y6Q1,Q9Y6Q1
Q9Y6W3,CAPN7,Calpain-7,10,,10,10,92.651,5.7564,0.0,14.0,18,Q9Y6W3;H7C1B7,Q9Y6W3
P04632,CAPNS1,Calpain small subunit 1,17,,17,15,28.315,323.31,0.0,85.4,856,P04632;A0A0C4DGQ5;K7ELJ7;A0A075B7C0;K7EKD8;U3KQE2;K7EM73;K7EIV0;U3KPR7;K7EMQ1;K7ES78,P04632;A0A0C4DGQ5;K7ELJ7;A0A075B7C0;K7EKD8;U3KQE2;K7EM73;K7EIV0
Q14444,CAPRIN1,Caprin-1,25,,25,25,78.365,205.58,0.0,47.0,582,Q14444;Q14444-2;G3V153;A0A087X082;E9PLA9,Q14444;Q14444-2;G3V153;A0A087X082;E9PLA9
Q13938,CAPS,Calcyphosin,16,,16,16,20.967,109.37,0.0,67.2,279,Q13938;K7EL21;Q13938-3;K7ES72,Q13938;K7EL21;Q13938-3;K7ES72
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,16,,16,12,32.922,311.2,0.0,79.4,1020,P52907,P52907
P47755,CAPZA2,F-actin-capping protein subunit alpha-2,16,,12,12,32.949,258.22,0.0,79.4,457,P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2;F8WED3,P47755;F8W9N7;A0A0D9SET8
P47756-2,CAPZB,F-actin-capping protein subunit beta,24,,24,3,30.628,249.39,0.0,76.1,1058,P47756-2;B1AK87;B1AK88;B1AK85,P47756-2;B1AK87;B1AK88;B1AK85
E9PQW1,CARD16,Caspase recruitment domain-containing protein 16,3,,1,1,10.331,1.8835,0.0053665,28.4,8,E9PQW1;Q5EG05-2;Q5EG05,E9PQW1;Q5EG05-2;Q5EG05
Q9BX69,CARD6,Caspase recruitment domain-containing protein 6,1,,1,1,116.47,1.8388,0.0057994,1.2,0,Q9BX69,Q9BX69
Q9H257,CARD9,Caspase recruitment domain-containing protein 9,6,,6,6,62.24,8.2584,0.0,13.2,7,Q9H257;Q9H257-2;Q9H257-3;Q9BXL7,Q9H257;Q9H257-2;Q9H257-3
Q9Y2V2,CARHSP1,Calcium-regulated heat stable protein 1,9,,9,9,15.892,44.41,0.0,83.0,262,Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8,Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8
Q8IW45,CARKD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,12,,12,12,36.576,70.042,0.0,51.3,152,Q8IW45;Q8IW45-2;Q8IW45-4;Q8IW45-3,Q8IW45;Q8IW45-2;Q8IW45-4
Q86X55,CARM1,Histone-arginine methyltransferase CARM1,21,,21,21,65.853,95.394,0.0,48.4,243,Q86X55;Q86X55-1;Q86X55-2;K7EQA8;K7EPK1;K7EK20;K7EIQ8;K7EQB9,Q86X55;Q86X55-1;Q86X55-2;K7EQA8
A5YM72,CARNS1,Carnosine synthase 1,2,,2,2,88.483,3.1888,0.00049634,3.3,3,A5YM72;A5YM72-4;A5YM72-5;A5YM72-3;A5YM72-2,A5YM72;A5YM72-4;A5YM72-5;A5YM72-3;A5YM72-2
P49589-3,CARS,"Cysteine--tRNA ligase, cytoplasmic",39,,39,39,94.637,158.38,0.0,49.6,581,P49589-3;P49589;P49589-2;B4DKY1;E9PLP0;E9PRS8;C9JLN0,P49589-3;P49589;P49589-2;B4DKY1
Q9HA77,CARS2,"Probable cysteine--tRNA ligase, mitochondrial",16,,16,16,62.223,61.415,0.0,36.3,97,Q9HA77;H0YFF0;F5H579;A0A087WWV1;H0YFV1;F5H623,Q9HA77
O15234,CASC3,Protein CASC3,7,,7,7,76.277,15.477,0.0,16.5,32,O15234;J3KSY7;J3QSC4,O15234
Q6P4E1,CASC4,Protein CASC4,10,,10,10,48.864,8.6591,0.0,24.7,30,Q6P4E1;Q6P4E1-2;Q6P4E1-5;Q6P4E1-4;H0YMR0;H0YM51;Q6P4E1-3,Q6P4E1;Q6P4E1-2;Q6P4E1-5;Q6P4E1-4
O14936-3,CASK,,36,,1,0,102.11,3.0675,0.00061622,48.5,1,O14936-3;Q5JS72;O14936-5,O14936-3;Q5JS72;O14936-5
O14936-4,CASK,,37,,37,1,102.16,91.736,0.0,50.2,235,O14936-4;O14936-6;O14936-2;Q5JS74,O14936-4;O14936-6;O14936-2;Q5JS74
Q8WXE0,CASKIN2,Caskin-2,21,,21,19,126.78,42.38,0.0,26.8,45,Q8WXE0;Q8WXE0-2;J3QRN1,Q8WXE0;Q8WXE0-2
P29466,CASP1,Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10;Caspase,20,,20,18,45.158,80.879,0.0,57.7,176,P29466;P29466-2;G3V169;P29466-3;B4DVD8;P29466-4;H0YEC7;Q5FBZ0;P29466-5,P29466;P29466-2;G3V169;P29466-3;B4DVD8;P29466-4;H0YEC7
Q92851-4,CASP10,Caspase-10;Caspase-10 subunit p23/17;Caspase-10 subunit p12,13,,13,13,58.993,30.039,0.0,31.4,76,Q92851-4;Q92851-6;Q92851-2;Q92851;Q92851-3;Q92851-5;Q92851-7;B4E3T5,Q92851-4;Q92851-6;Q92851-2;Q92851;Q92851-3;Q92851-5
P31944,CASP14,"Caspase-14;Caspase-14 subunit p17, mature form;Caspase-14 subunit p10, mature form;Caspase-14 subunit p20, intermediate form;Caspase-14 subunit p8, intermediate form",7,,7,7,27.679,8.2775,0.0,26.4,8,P31944,P31944
P42575,CASP2,Caspase-2;Caspase-2 subunit p18;Caspase-2 subunit p13;Caspase-2 subunit p12,7,,7,7,50.685,59.946,0.0,24.1,29,P42575;P42575-2;C9JRR9;A0A087WYM1;P42575-3,P42575;P42575-2
P42574,CASP3,Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12,10,,10,10,31.608,38.501,0.0,37.9,91,P42574;C9JXR7;A8MVM1;A0A087WU32,P42574;C9JXR7;A8MVM1
A0A087WZP8,CASP4,Caspase;Caspase-4;Caspase-4 subunit 1;Caspase-4 subunit 2,12,,12,12,37.909,29.164,0.0,40.6,62,A0A087WZP8;P49662;P49662-2;E9PMT1;P51878;P51878-3;P51878-6;P51878-2;P51878-5;Q6UXS9;H7C0P5;Q6UXS9-3,A0A087WZP8;P49662;P49662-2
P55212,CASP6,Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11,13,,13,13,33.31,37.627,0.0,44.7,131,P55212;D6RHU3;P55212-2;D6RBM3,P55212;D6RHU3
P55210,CASP7,Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11,9,,9,5,34.276,24.586,0.0,37.3,57,P55210;P55210-3;A0A0A0MRL7;P55210-4;Q5SVL2,P55210;P55210-3;A0A0A0MRL7;P55210-4;Q5SVL2
Q14790,CASP8,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,20,,20,20,55.391,63.204,0.0,41.8,122,Q14790;Q14790-9;Q14790-2;Q14790-4;Q14790-3;A0A0A0MS31;Q14790-8;Q14790-7;E7ETB7;E7EQ06;Q14790-6;Q14790-5;E7EQ01;E7EVN1;H7C0E2;C9JB29;H7BZM4,Q14790;Q14790-9;Q14790-2;Q14790-4;Q14790-3;A0A0A0MS31;Q14790-8;Q14790-7;E7ETB7;E7EQ06;Q14790-6;Q14790-5;E7EQ01;E7EVN1
P55211,CASP9,Caspase-9;Caspase-9 subunit p35;Caspase-9 subunit p10;Caspase,3,,3,3,46.28,1.9075,0.0050326,13.9,3,P55211;P55211-4;H0Y6Y2;Q5JRU2;F8VVS7;P55211-2;Q5JRU8,P55211;P55211-4;H0Y6Y2;Q5JRU2;F8VVS7;P55211-2
P31415,CASQ1,Calsequestrin-1,1,,1,1,45.16,1.9744,0.0041403,3.3,7,P31415,P31415
E7EQ12,CAST,,22,,1,1,46.133,3.9701,0.00012992,68.3,1,E7EQ12;D6RC54;D6RAA8,E7EQ12
P20810-6,CAST,Calpastatin,43,,43,22,84.942,221.34,0.0,64.9,604,P20810-6;P20810-10;P20810-7;P20810-5;P20810-9;A0A0C4DGB5;P20810;B7Z574;P20810-8;P20810-2;E7ES10;E9PCH5;E7EVY3;P20810-4;E9PDE4;P20810-3;H0Y7F0;H0Y9H6;F8W7E0;E7EQA0;A0A0A0MR45;H0YD33;H0YA91;E9PSG1;H0Y944;A0A0C4DGD1;D6RGF7;E7EN75;D6RBR1;E7EQK6;D6RBZ8,P20810-6;P20810-10;P20810-7;P20810-5;P20810-9;A0A0C4DGB5;P20810;B7Z574;P20810-8;P20810-2;E7ES10;E9PCH5;E7EVY3;P20810-4;E9PDE4;P20810-3;H0Y7F0;H0Y9H6;F8W7E0
Q86V15,CASZ1,Zinc finger protein castor homolog 1,4,,4,4,190.07,6.7502,0.0,3.6,6,Q86V15;Q86V15-2,Q86V15;Q86V15-2
P04040,CAT,Catalase,36,,36,36,59.755,275.72,0.0,67.0,694,P04040,P04040
Q03135,CAV1,Caveolin-1;Caveolin,7,,7,3,20.471,37.875,0.0,45.5,127,Q03135;E9PCT5,Q03135;E9PCT5
P51636,CAV2,Caveolin-2;Caveolin,3,,3,3,18.291,7.5643,0.0,28.4,6,P51636;P51636-2;E9PCT3;P51636-3,P51636;P51636-2;E9PCT3
Q13951,CBFB,Core-binding factor subunit beta,13,,2,2,21.508,4.9085,0.0,58.2,25,Q13951;H3BSC0;J3KS23;J3KRT0,Q13951;H3BSC0
Q13951-2,CBFB,Core-binding factor subunit beta,14,,14,3,21.991,45.048,0.0,61.0,127,Q13951-2;J3KTD8,Q13951-2
P22681,CBL,E3 ubiquitin-protein ligase CBL,18,,18,17,99.632,35.527,0.0,28.8,94,P22681;B5MC15;Q13191-3;Q13191-2,P22681
Q75N03,CBLL1,E3 ubiquitin-protein ligase Hakai,7,,6,6,54.519,8.314,0.0,16.7,36,Q75N03;Q75N03-2;C9J2P9;C9K074,Q75N03;Q75N03-2;C9J2P9
P16152,CBR1,Carbonyl reductase [NADPH] 1,20,,20,16,30.375,315.79,0.0,80.5,869,P16152;E9PQ63;A8MTM1;P16152-2,P16152;E9PQ63;A8MTM1;P16152-2
O75828,CBR3,Carbonyl reductase [NADPH] 3,18,,14,14,30.85,33.531,0.0,76.2,101,O75828,O75828
Q8N4T8,CBR4,Carbonyl reductase family member 4,10,,10,10,25.301,39.463,0.0,51.5,65,Q8N4T8;Q8N4T8-2;H0Y962;D6RAV8;D6RJF4;D6RGF2,Q8N4T8;Q8N4T8-2;H0Y962
P35520,CBS,Cystathionine beta-synthase,24,,24,24,60.586,128.94,0.0,56.1,133,P35520;P35520-2;C9JMA6;H7C2H4;H7C1W6;H7C2W0,P35520;P35520-2
Q9BRT8,CBWD1;CBWD2;CBWD5;CBWD3;CBWD6;CBWD7,COBW domain-containing protein 1;COBW domain-containing protein 2;COBW domain-containing protein 5;COBW domain-containing protein 3;COBW domain-containing protein 6;Putative COBW domain-containing protein 7,8,,8,8,44.068,10.972,0.0,27.1,20,Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339;A0A0A6YYH9;C9J3G2;Q9BRT8-2;Q5JTY5-2;Q9BRT8-3;A0A0B4J2F1;Q5RIB0;H0Y5V3;A0A0A0MRU4;F2Z2T4;A0A087X140;A0A087WWG3;Q5RIA9-3;A6NM15;Q5JTY2;A0A087WTC0;Q6NVZ8;F8WEG4;A0A0B4J2E3;A0A087WZQ3;F8WEU0;E7EUZ7;A0A087WYD2;Q5RIB5;A0A087X1C0;Q9BRT8-4;A0A087WVU7;A0A087WU66;A0A0B4J1T6;Q5RIB3;H0Y857;Q5RIA9-2,Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339;A0A0A6YYH9;C9J3G2;Q9BRT8-2;Q5JTY5-2;Q9BRT8-3;A0A0B4J2F1;Q5RIB0;H0Y5V3;A0A0A0MRU4;F2Z2T4;A0A087X140;A0A087WWG3;Q5RIA9-3;A6NM15
P83916,CBX1,Chromobox protein homolog 1,6,,5,5,21.418,18.696,0.0,38.4,55,P83916;J3KS05;B5MD17;K7ELA4;C9JWS9,P83916;J3KS05;B5MD17;K7ELA4;C9JWS9
Q14781,CBX2,Chromobox protein homolog 2,13,,13,13,56.08,33.916,0.0,34.0,43,Q14781;Q14781-2,Q14781
Q13185,CBX3,Chromobox protein homolog 3,12,,11,10,20.811,117.52,0.0,73.2,605,Q13185;S4R2Y4;B8ZZ43;C9JMM0,Q13185
O00257,CBX4,E3 SUMO-protein ligase CBX4,5,,5,5,61.367,4.0241,0.00013034,9.3,10,O00257;O00257-3,O00257
P45973,CBX5,Chromobox protein homolog 5,13,,13,12,22.225,105.8,0.0,57.6,373,P45973;F8VNY3,P45973
O95503,CBX6,Chromobox protein homolog 6,5,,4,4,43.898,4.261,0.00013175,16.7,10,O95503;B0QXZ6,O95503;B0QXZ6
Q9HC52,CBX8,Chromobox protein homolog 8,12,,12,11,43.395,36.601,0.0,39.3,85,Q9HC52;C9J6K3;C9JM54,Q9HC52;C9J6K3
Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,33,,33,33,104.06,98.208,0.0,43.0,276,Q6P1N0;Q6P1N0-2;K7EMP1;K7EJY5,Q6P1N0;Q6P1N0-2
Q5T0F9,CC2D1B,Coiled-coil and C2 domain-containing protein 1B,12,,12,12,94.223,20.897,0.0,20.7,35,Q5T0F9;H7C1U3;Q5T0F9-2;H0Y517;Q5T0F9-3;Q5T0F9-4,Q5T0F9;H7C1U3;Q5T0F9-2;H0Y517;Q5T0F9-3
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,41,,41,41,132.82,145.44,0.0,36.9,475,Q8IX12;Q8IX12-2;A0A0C4DGG8;F5H2E6;F5H1H2;F5H3E1;H0YFJ7;F5H7M9;F5H1L3;F5H3I8,Q8IX12;Q8IX12-2;A0A0C4DGG8;F5H2E6;F5H1H2
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,53,,53,53,102.9,323.31,0.0,69.4,1048,Q8N163;Q8N163-2;H0YB24;G3V119;E5RHJ4;E5RFJ3;A0A087X2B6;H0YC69;E5RGU7;H0YC58;E5RHH8,Q8N163;Q8N163-2;H0YB24;G3V119
B7Z4W5,CCBL1,Kynurenine--oxoglutarate transaminase 1,3,,3,3,57.668,3.6143,0.00050871,6.0,7,B7Z4W5;Q16773;Q5T278;Q16773-2;Q16773-3,B7Z4W5;Q16773;Q5T278;Q16773-2
Q6YP21,CCBL2,Kynurenine--oxoglutarate transaminase 3,14,,14,14,51.4,45.853,0.0,38.3,98,Q6YP21;Q6YP21-3;A0A0A0MRN7;A0A0A0MRN6;Q6YP21-2,Q6YP21;Q6YP21-3;A0A0A0MRN7
Q96ES7,CCDC101,SAGA-associated factor 29 homolog,4,,4,4,33.238,6.5046,0.0,14.0,14,Q96ES7;H3BPL5,Q96ES7
Q9NWR8,CCDC109B,"Calcium uniporter regulatory subunit MCUb, mitochondrial",3,,3,3,39.082,4.2922,0.00013196,7.1,3,Q9NWR8,Q9NWR8
Q96NT0,CCDC115,Coiled-coil domain-containing protein 115,5,,5,5,19.76,8.4531,0.0,38.9,31,Q96NT0;F8WCZ3;B8ZZ99;Q96NT0-2,Q96NT0;F8WCZ3;B8ZZ99
Q8IWD4,CCDC117,Coiled-coil domain-containing protein 117,3,,3,3,30.541,3.6897,0.00038309,18.6,7,Q8IWD4;Q8IWD4-4;Q8IWD4-3;F8WBN8;B0QYH1;Q8IWD4-2,Q8IWD4;Q8IWD4-4;Q8IWD4-3;F8WBN8;B0QYH1
Q8WUD4,CCDC12,Coiled-coil domain-containing protein 12,12,,12,12,19.181,119.98,0.0,59.6,147,Q8WUD4;J3KR35;C9JUN5;S4R331,Q8WUD4;J3KR35;C9JUN5;S4R331
Q96CT7,CCDC124,Coiled-coil domain-containing protein 124,18,,18,18,25.835,97.492,0.0,61.0,264,Q96CT7;M0R2F5,Q96CT7;M0R2F5
Q96BQ5,CCDC127,Coiled-coil domain-containing protein 127,6,,6,6,30.834,8.9957,0.0,22.7,18,Q96BQ5,Q96BQ5
P13994,CCDC130,Coiled-coil domain-containing protein 130,2,,2,2,44.802,2.5613,0.0014327,8.1,2,P13994;K7ES43;K7ELI4,P13994;K7ES43;K7ELI4
Q96JG6,CCDC132,Coiled-coil domain-containing protein 132,18,,18,18,111.17,27.013,0.0,19.8,37,Q96JG6;Q96JG6-3;H0Y7Q2;Q96JG6-2;C9JA29;H7BZP1;F8WDT1;F2Z3F0,Q96JG6;Q96JG6-3
Q9H6E4,CCDC134,Coiled-coil domain-containing protein 134,7,,7,7,26.56,19.423,0.0,32.8,44,Q9H6E4;B0QY51,Q9H6E4
Q6PK04,CCDC137,Coiled-coil domain-containing protein 137,8,,8,8,33.231,16.809,0.0,31.5,46,Q6PK04;I3L0U5;I3L4F6,Q6PK04;I3L0U5
Q8NCX0,CCDC150,Coiled-coil domain-containing protein 150,1,,1,1,128.76,1.5824,0.0087229,1.1,26,Q8NCX0,Q8NCX0
Q5M9N0,CCDC158,Coiled-coil domain-containing protein 158,3,,3,3,127.14,1.5539,0.0091549,2.2,30,Q5M9N0;Q5M9N0-3;Q5M9N0-2,Q5M9N0;Q5M9N0-3;Q5M9N0-2
Q6TFL3,CCDC171,Coiled-coil domain-containing protein 171,4,,4,4,152.81,1.6228,0.0081839,3.2,18,Q6TFL3;Q6TFL3-3;Q6TFL3-4;Q7Z3F8,Q6TFL3;Q6TFL3-3;Q6TFL3-4
Q6PII3,CCDC174,Coiled-coil domain-containing protein 174,3,,3,3,53.957,2.8435,0.00072886,7.9,4,Q6PII3;A0A087WYA9;A0A0B4J1R8,Q6PII3;A0A087WYA9;A0A0B4J1R8
Q7Z3E2,CCDC186,Coiled-coil domain-containing protein 186,9,,9,9,103.69,16.809,0.0,12.2,11,Q7Z3E2;H0Y7V5;A0A0C4DFU7,Q7Z3E2
O60826,CCDC22,Coiled-coil domain-containing protein 22,24,,24,24,70.755,97.165,0.0,48.0,235,O60826,O60826
Q8N300,CCDC23,Coiled-coil domain-containing protein 23,2,,2,2,7.8078,36.51,0.0,34.8,9,Q8N300,Q8N300
Q86WR0,CCDC25,Coiled-coil domain-containing protein 25,7,,7,7,24.479,12.468,0.0,37.0,37,Q86WR0;Q86WR0-2;G3V121;B7Z2L8;Q0VGD4,Q86WR0;Q86WR0-2
Q8IWP9,CCDC28A,Coiled-coil domain-containing protein 28A,1,,1,1,30.366,1.4845,0.0097648,6.2,1,Q8IWP9;A0A087WVM5;B4DUJ5,Q8IWP9;A0A087WVM5;B4DUJ5
Q96MW1,CCDC43,Coiled-coil domain-containing protein 43,7,,7,7,25.248,13.851,0.0,36.2,37,Q96MW1;Q86WV7;Q96MW1-2;K7ER24,Q96MW1;Q86WV7;Q96MW1-2
Q96A33,CCDC47,Coiled-coil domain-containing protein 47,24,,24,24,55.873,89.794,0.0,45.3,338,Q96A33;Q96A33-2;A0A087WYW6;J3QR89,Q96A33;Q96A33-2;A0A087WYW6
Q8IVM0-2,CCDC50,Coiled-coil domain-containing protein 50,13,,13,13,56.339,30.396,0.0,26.3,89,Q8IVM0-2;Q8IVM0,Q8IVM0-2;Q8IVM0
Q96ER9,CCDC51,Coiled-coil domain-containing protein 51,10,,10,10,45.811,29.677,0.0,27.3,62,Q96ER9;Q96ER9-2;C9JSW8,Q96ER9;Q96ER9-2
Q9Y3C0,CCDC53,WASH complex subunit CCDC53,7,,7,7,21.172,17.511,0.0,46.4,53,Q9Y3C0;F5GZ97;F5GWI9;F5GXZ7;H0YGN0;F5H0A7;F5GXZ4;F5H2P1,Q9Y3C0;F5GZ97;F5GWI9;F5GXZ7
Q4VC31,CCDC58,Coiled-coil domain-containing protein 58,10,,10,10,16.62,99.631,0.0,79.9,195,Q4VC31;C9JQ41;H7C525;C9JBU9,Q4VC31;C9JQ41;H7C525
Q9P031,CCDC59,Thyroid transcription factor 1-associated protein 26,5,,5,5,28.669,8.3428,0.0,23.7,25,Q9P031;F8VNY5,Q9P031;F8VNY5
Q16204,CCDC6,Coiled-coil domain-containing protein 6,38,,38,38,53.29,323.31,0.0,65.8,794,Q16204,Q16204
A6NI79,CCDC69,Coiled-coil domain-containing protein 69,1,,1,1,34.796,1.858,0.005584,4.4,7,A6NI79;H0YBY5,A6NI79;H0YBY5
Q8IV32,CCDC71,Coiled-coil domain-containing protein 71,5,,5,5,49.648,6.1967,0.0,14.8,7,Q8IV32,Q8IV32
Q8N9Z2,CCDC71L,Coiled-coil domain-containing protein 71L,4,,4,4,26.261,3.8107,0.0002577,16.2,31,Q8N9Z2;A0A0C4DGU7;Q8N9Z2-2,Q8N9Z2;A0A0C4DGU7;Q8N9Z2-2
Q9H0W5,CCDC8,Coiled-coil domain-containing protein 8,12,,12,12,59.374,54.503,0.0,37.4,71,Q9H0W5,Q9H0W5
Q76M96,CCDC80,Coiled-coil domain-containing protein 80,14,,14,14,108.17,31.906,0.0,17.8,54,Q76M96;Q76M96-2;H7C5K4;C9J8I6;Q76M96-3,Q76M96;Q76M96-2;H7C5K4
A6NKD9,CCDC85C,Coiled-coil domain-containing protein 85C,5,,5,5,45.209,11.71,0.0,18.4,9,A6NKD9;G3V4C8;H0YJY5;H0YJE0,A6NKD9
Q9H6F5,CCDC86,Coiled-coil domain-containing protein 86,14,,14,14,40.235,39.924,0.0,45.3,42,Q9H6F5;Q9H6F5-2;H0YG79,Q9H6F5
Q3V6T2,CCDC88A,Girdin,15,,15,14,216.04,9.141,0.0,8.6,26,Q3V6T2;Q3V6T2-4;Q3V6T2-2;Q3V6T2-3;Q3V6T2-5;H7C2C6;A0A087WXD9;H0Y470;H0Y7U8;C9J225;H0Y7K3,Q3V6T2;Q3V6T2-4;Q3V6T2-2;Q3V6T2-3;Q3V6T2-5;H7C2C6
A6NC98,CCDC88B,Coiled-coil domain-containing protein 88B,8,,7,7,164.81,6.373,0.0,5.5,7,A6NC98;A6NC98-4;A6NC98-5;H7BY33;A6NC98-2;A6NC98-3,A6NC98;A6NC98-4;A6NC98-5;H7BY33
Q9P219,CCDC88C,Protein Daple,6,,6,6,228.23,1.6039,0.0084015,3.7,5,Q9P219;A0A0A0MR69;Q9P219-3;Q9P219-2,Q9P219
Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,15,,15,15,59.702,39.932,0.0,29.6,109,Q9Y3X0;M0QYB4;M0QZR0;M0R2W0,Q9Y3X0
Q9GZT6,CCDC90B,"Coiled-coil domain-containing protein 90B, mitochondrial",7,,7,3,29.505,43.34,0.0,35.4,42,Q9GZT6;Q9GZT6-2;H0YF06;J3KN19;Q9GZT6-3;E9PPJ7;H0YD95;E9PRC2,Q9GZT6;Q9GZT6-2;H0YF06;J3KN19;Q9GZT6-3
Q7Z6B0,CCDC91,Coiled-coil domain-containing protein 91,8,,8,7,49.971,9.6661,0.0,18.4,13,Q7Z6B0;Q7Z6B0-2;Q7Z6B0-3;A0A0A0MTP0;A0A0A0MTK0;F5GWR1;F5GWB1;H0YGB4;F5GZH9;H0YH50;H0YGN9;H0YFR6,Q7Z6B0;Q7Z6B0-2;Q7Z6B0-3;A0A0A0MTP0;A0A0A0MTK0
F5H2Z7,CCDC92,,1,,1,1,10.992,3.807,0.00025767,14.6,1,F5H2Z7;Q53HC0-2,F5H2Z7;Q53HC0-2
Q567U6,CCDC93,Coiled-coil domain-containing protein 93,23,,23,23,73.197,70.571,0.0,40.3,140,Q567U6;F8W9X7;H7C050,Q567U6;F8W9X7
